age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
30,admin.,married,university.degree,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
32,management,single,university.degree,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1
58,admin.,divorced,basic.9y,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,admin.,married,professional.course,no,yes,no,cellular,may,mon,2,3,1,success,-1.8,92.893,-46.2,1.354,5099.1
37,admin.,married,university.degree,no,yes,no,cellular,sep,wed,2,999,0,nonexistent,-3.4,92.379,-29.8,0.813,5017.5
39,admin.,married,university.degree,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
44,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
30,admin.,single,high.school,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
39,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
38,self-employed,single,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
52,admin.,married,university.degree,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,93.876,-40.0,0.677,5008.7
50,blue-collar,married,basic.6y,no,yes,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
43,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
29,technician,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.592,5195.8
34,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2
35,blue-collar,single,basic.9y,no,no,no,cellular,aug,wed,3,999,1,failure,-2.9,92.201,-31.4,0.879,5076.2
32,technician,married,high.school,no,no,no,cellular,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
34,housemaid,single,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
41,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
44,self-employed,single,university.degree,no,no,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
52,entrepreneur,divorced,basic.4y,no,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
32,services,single,high.school,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
57,retired,divorced,university.degree,unknown,no,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
38,admin.,married,high.school,no,no,no,telephone,jul,tue,1,999,1,failure,-1.7,94.215,-40.3,0.876,4991.6
28,management,single,university.degree,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5
46,admin.,married,high.school,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
39,admin.,married,high.school,unknown,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1
39,admin.,married,university.degree,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
56,technician,married,professional.course,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
37,admin.,married,basic.6y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,technician,single,university.degree,no,yes,yes,telephone,jul,wed,43,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
43,unemployed,single,university.degree,no,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
41,admin.,married,university.degree,no,no,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
59,admin.,divorced,professional.course,no,no,no,cellular,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2
36,technician,married,university.degree,no,yes,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
58,unemployed,married,basic.4y,unknown,yes,no,cellular,mar,thu,4,999,0,nonexistent,-1.8,92.843,-50.0,1.538,5099.1
31,admin.,single,high.school,no,no,no,cellular,jun,wed,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
40,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
43,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
61,admin.,married,unknown,no,no,no,cellular,may,thu,3,9,2,success,-1.8,93.876,-40.0,0.699,5008.7
32,admin.,single,high.school,no,no,no,cellular,nov,mon,2,999,2,failure,-1.1,94.767,-50.8,1.048,4963.6
26,technician,single,high.school,no,unknown,unknown,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
59,services,married,high.school,no,yes,no,cellular,apr,tue,3,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1
50,admin.,married,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
33,technician,married,basic.9y,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
29,admin.,single,high.school,no,no,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
42,admin.,single,high.school,no,no,no,cellular,sep,wed,1,14,1,success,-1.1,94.199,-37.5,0.88,4963.6
46,technician,divorced,professional.course,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
46,housemaid,married,basic.4y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
29,services,single,professional.course,no,yes,yes,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
33,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
36,technician,single,high.school,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
28,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
33,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
34,admin.,married,university.degree,no,yes,no,cellular,may,mon,1,2,1,success,-1.8,92.893,-46.2,1.264,5099.1
32,admin.,married,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
32,unemployed,divorced,high.school,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
43,services,married,high.school,no,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
38,blue-collar,single,high.school,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
78,retired,divorced,high.school,no,no,no,cellular,sep,thu,1,999,2,failure,-1.1,94.199,-37.5,0.884,4963.6
38,admin.,married,university.degree,no,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
59,retired,divorced,basic.4y,no,no,yes,cellular,jul,mon,3,999,2,failure,-1.7,94.215,-40.3,0.827,4991.6
33,technician,married,professional.course,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
28,admin.,single,high.school,no,yes,no,cellular,mar,fri,2,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1
50,management,married,basic.9y,no,no,no,cellular,oct,mon,2,6,2,failure,-3.4,92.431,-26.9,0.731,5017.5
48,technician,married,professional.course,no,no,no,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
54,admin.,married,university.degree,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
25,admin.,single,high.school,no,no,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
47,admin.,married,basic.9y,no,yes,no,telephone,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
41,admin.,married,basic.9y,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
58,housemaid,single,professional.course,no,no,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7
52,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
42,services,married,university.degree,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
33,admin.,married,university.degree,no,no,no,cellular,oct,fri,1,999,0,nonexistent,-0.1,93.798,-40.4,4.76,5195.8
59,entrepreneur,married,basic.4y,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
49,technician,married,professional.course,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
41,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
36,admin.,married,university.degree,no,no,no,cellular,oct,wed,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5
32,services,single,high.school,no,yes,no,telephone,jun,fri,11,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
35,admin.,married,high.school,no,yes,no,cellular,mar,tue,3,999,0,nonexistent,-1.8,92.843,-50.0,1.799,5099.1
58,admin.,married,professional.course,no,yes,no,cellular,apr,thu,4,999,2,failure,-1.8,93.749,-34.6,0.644,5008.7
41,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
35,technician,single,professional.course,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
27,technician,single,university.degree,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,-2.9,92.469,-33.6,0.944,5076.2
40,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
40,admin.,married,university.degree,no,no,no,cellular,aug,wed,2,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2
40,services,married,high.school,no,yes,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
66,retired,married,high.school,no,unknown,unknown,cellular,mar,tue,3,999,1,failure,-1.8,93.369,-34.8,0.646,5008.7
48,technician,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
51,services,married,high.school,no,no,yes,cellular,nov,mon,2,3,4,success,-1.1,94.767,-50.8,1.05,4963.6
28,blue-collar,single,basic.4y,unknown,yes,no,telephone,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
37,technician,married,university.degree,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
32,technician,married,university.degree,no,yes,no,cellular,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
45,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
28,admin.,married,high.school,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
38,services,divorced,high.school,no,yes,no,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
41,admin.,married,basic.4y,unknown,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
39,admin.,married,high.school,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
38,admin.,single,basic.9y,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,93.876,-40.0,0.699,5008.7
33,technician,married,high.school,no,yes,yes,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
42,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,wed,9,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
28,admin.,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
47,services,divorced,university.degree,no,yes,yes,cellular,may,tue,1,15,3,failure,-1.8,93.876,-40.0,0.688,5008.7
54,technician,married,basic.9y,no,no,no,telephone,jun,fri,9,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
41,self-employed,married,high.school,unknown,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
51,admin.,married,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
58,unemployed,married,basic.9y,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
55,technician,married,professional.course,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
47,services,married,high.school,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
43,technician,single,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2
35,admin.,single,university.degree,no,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
54,self-employed,married,basic.9y,unknown,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
39,self-employed,married,university.degree,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
36,blue-collar,married,basic.6y,no,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8
41,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
58,admin.,single,unknown,unknown,no,no,telephone,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
57,retired,divorced,basic.9y,no,yes,no,cellular,may,tue,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
36,blue-collar,single,basic.4y,no,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1
48,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
28,technician,single,professional.course,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
53,retired,married,basic.4y,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
59,retired,divorced,basic.4y,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
38,technician,single,basic.6y,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1
42,blue-collar,single,basic.6y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
55,technician,divorced,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
43,technician,married,professional.course,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
19,student,single,basic.6y,no,no,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.556,5099.1
57,self-employed,married,basic.4y,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
43,management,married,professional.course,no,no,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
26,student,single,high.school,no,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50.0,1.538,5099.1
59,blue-collar,divorced,basic.4y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
31,blue-collar,single,high.school,no,unknown,unknown,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
44,blue-collar,single,basic.4y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
48,services,married,basic.4y,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
32,student,married,high.school,no,no,no,telephone,sep,wed,5,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5
36,student,single,unknown,unknown,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
50,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
27,student,single,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2
34,services,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
44,admin.,married,high.school,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
53,admin.,married,university.degree,no,no,no,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
48,technician,divorced,university.degree,no,yes,yes,cellular,aug,wed,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
43,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
31,services,single,high.school,unknown,no,no,cellular,may,fri,2,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1
46,services,married,professional.course,no,yes,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
35,services,married,high.school,no,yes,no,cellular,may,thu,3,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
34,services,married,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
26,student,single,university.degree,no,no,no,telephone,dec,mon,1,999,0,nonexistent,-3.0,92.713,-33.0,0.709,5023.5
36,services,married,university.degree,no,yes,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
36,admin.,married,high.school,no,no,yes,cellular,jul,thu,12,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
30,services,married,unknown,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
44,blue-collar,divorced,basic.4y,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
35,technician,married,university.degree,no,yes,yes,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
46,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
46,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
45,blue-collar,married,basic.9y,no,yes,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1
21,management,single,university.degree,no,unknown,unknown,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
34,unemployed,single,high.school,no,yes,no,telephone,may,tue,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
42,housemaid,single,basic.4y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
35,housemaid,married,basic.4y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
46,technician,divorced,professional.course,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
41,blue-collar,married,professional.course,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
38,technician,married,high.school,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
27,admin.,single,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
50,management,married,university.degree,unknown,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
40,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
36,self-employed,divorced,professional.course,unknown,yes,yes,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
79,retired,married,basic.9y,no,no,no,cellular,sep,tue,1,999,1,failure,-3.4,92.379,-29.8,0.819,5017.5
54,management,divorced,university.degree,no,yes,yes,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
34,blue-collar,married,basic.4y,no,no,yes,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
49,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
33,services,single,basic.9y,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
32,technician,married,basic.9y,no,yes,no,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
43,admin.,married,university.degree,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46,admin.,single,university.degree,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
61,admin.,married,high.school,no,yes,no,cellular,apr,tue,1,999,1,failure,-1.8,93.749,-34.6,0.638,5008.7
34,services,single,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
52,admin.,married,university.degree,no,no,yes,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
41,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
29,admin.,single,university.degree,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
45,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
38,technician,married,professional.course,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1
45,admin.,single,high.school,no,no,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5
36,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
34,technician,single,professional.course,no,unknown,unknown,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
54,blue-collar,single,unknown,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
54,housemaid,divorced,unknown,no,yes,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
38,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
30,unemployed,single,unknown,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
29,services,single,high.school,no,no,no,cellular,jun,wed,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2
65,retired,married,basic.4y,no,no,no,cellular,oct,fri,5,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5
39,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
33,management,married,university.degree,no,yes,no,telephone,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1
57,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
35,retired,married,professional.course,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
50,admin.,married,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
34,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
33,admin.,single,university.degree,no,yes,no,cellular,oct,thu,1,3,3,success,-1.1,94.601,-49.5,1.025,4963.6
37,admin.,single,university.degree,no,no,no,telephone,jun,fri,11,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
50,services,married,basic.6y,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
34,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2
56,management,married,university.degree,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
38,housemaid,divorced,university.degree,no,yes,no,cellular,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
30,management,divorced,high.school,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
44,unemployed,married,high.school,no,yes,no,cellular,aug,thu,1,3,1,success,-2.9,92.201,-31.4,0.873,5076.2
46,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
46,admin.,married,university.degree,unknown,no,yes,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
30,technician,single,professional.course,no,yes,yes,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
32,admin.,single,professional.course,no,yes,yes,telephone,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
54,management,married,university.degree,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
56,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
46,technician,divorced,professional.course,no,no,no,cellular,aug,thu,15,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
54,housemaid,married,high.school,no,yes,yes,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1
50,admin.,married,high.school,no,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
