customer_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
CUST_000487,51,entrepreneur,married,university.degree,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.17,93.92,-35.7,4.98,5194.59
CUST_000488,27,services,single,basic.9y,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.12,94.02,-36.19,4.9,5189.28
CUST_000489,29,admin.,single,high.school,no,no,no,telephone,may,tue,3,999,1,nonexistent,1.03,94.09,-37.04,4.59,5191.8
CUST_000490,33,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.28,94.07,-36.16,4.77,5183.65
CUST_000491,60,entrepreneur,married,basic.4y,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.84,-35.95,4.81,5194.28
CUST_000492,50,admin.,married,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.41,94.66,-40.25,5.0,5224.86
CUST_000493,33,technician,single,university.degree,no,yes,no,cellular,aug,wed,4,999,0,nonexistent,1.36,93.51,-36.77,4.99,5227.98
CUST_000494,41,management,married,unknown,unknown,no,no,telephone,jun,tue,5,999,0,nonexistent,1.39,94.43,-41.48,4.82,5229.84
CUST_000495,31,admin.,single,university.degree,no,unknown,unknown,cellular,mar,mon,3,999,2,nonexistent,-1.85,92.82,-50.48,1.49,5101.16
CUST_000496,31,admin.,married,university.degree,no,no,no,telephone,jun,wed,4,999,0,nonexistent,1.22,94.39,-41.88,4.78,5226.42
CUST_000497,60,unknown,married,university.degree,no,yes,no,telephone,jun,mon,1,999,1,nonexistent,1.54,94.57,-40.89,4.9,5224.26
CUST_000498,48,technician,married,professional.course,unknown,no,yes,telephone,jul,thu,6,999,1,nonexistent,1.31,93.97,-41.69,4.98,5230.51
CUST_000499,27,blue-collar,divorced,high.school,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.28,93.92,-43.05,5.03,5226.63
CUST_000500,20,blue-collar,married,basic.9y,no,no,yes,cellular,jul,wed,5,999,1,nonexistent,1.11,93.81,-43.17,4.81,5218.51
CUST_000501,55,technician,single,university.degree,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.16,93.92,-35.89,4.94,5190.8
CUST_000502,46,admin.,single,university.degree,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.42,93.88,-43.93,4.93,5230.75
CUST_000503,46,unemployed,married,university.degree,no,no,no,cellular,nov,mon,2,999,0,failure,-0.18,93.18,-40.87,4.08,5199.59
CUST_000504,47,housemaid,single,basic.9y,no,no,no,cellular,nov,thu,1,999,2,nonexistent,0.04,93.25,-42.66,4.03,5198.83
CUST_000505,31,services,single,high.school,no,yes,yes,cellular,apr,mon,1,999,1,failure,-1.82,93.09,-47.15,1.47,5099.9
CUST_000506,25,technician,married,professional.course,no,yes,no,telephone,jun,mon,4,999,1,nonexistent,1.35,94.43,-40.89,4.93,5234.9
CUST_000507,33,management,married,university.degree,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.53,93.82,-42.58,4.99,5232.06
CUST_000508,37,management,divorced,university.degree,no,no,no,cellular,may,mon,1,999,1,nonexistent,-1.95,92.94,-46.84,1.07,5102.44
CUST_000509,54,admin.,married,unknown,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.37,93.5,-35.72,4.98,5223.45
CUST_000510,39,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,wed,2,999,2,nonexistent,1.21,93.97,-42.27,5.05,5224.44
CUST_000511,36,admin.,single,university.degree,no,yes,no,cellular,may,mon,1,999,2,failure,-1.71,92.8,-46.76,1.42,5097.13
CUST_000512,61,technician,divorced,professional.course,unknown,yes,no,telephone,may,tue,5,999,0,nonexistent,1.24,94.0,-36.91,4.87,5189.9
CUST_000513,43,technician,married,university.degree,no,no,no,cellular,nov,mon,2,999,0,nonexistent,0.03,93.1,-42.59,4.14,5198.82
CUST_000514,35,services,married,professional.course,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,94.04,-36.53,4.78,5189.21
CUST_000515,35,self-employed,married,basic.6y,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.19,94.0,-36.43,4.87,5187.77
CUST_000516,32,admin.,single,high.school,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.43,94.59,-41.89,4.99,5234.44
CUST_000517,47,admin.,single,basic.9y,no,yes,yes,cellular,jul,thu,3,29,1,success,-1.75,94.21,-41.24,0.83,4991.47
CUST_000518,38,blue-collar,married,professional.course,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.11,93.95,-35.97,4.92,5183.91
CUST_000519,44,admin.,married,high.school,no,yes,no,cellular,aug,fri,2,999,1,nonexistent,1.35,93.42,-35.83,4.97,5226.63
CUST_000520,77,retired,married,basic.9y,no,yes,no,telephone,oct,thu,1,999,0,nonexistent,-3.61,92.49,-26.56,0.72,5012.78
CUST_000521,36,self-employed,single,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.45,93.99,-43.25,5.05,5229.75
CUST_000522,49,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,4,999,1,nonexistent,0.89,94.09,-37.01,4.8,5196.38
CUST_000523,50,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.32,93.92,-42.9,5.0,5230.64
CUST_000524,45,technician,married,professional.course,no,no,no,cellular,jul,wed,2,999,2,nonexistent,1.19,93.81,-41.89,4.93,5227.77
CUST_000525,31,technician,married,university.degree,no,no,no,cellular,aug,fri,1,999,2,nonexistent,1.51,93.16,-36.51,5.07,5229.95
CUST_000526,37,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,2,999,1,nonexistent,1.48,94.5,-41.98,4.83,5221.67
CUST_000527,51,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,1,999,2,nonexistent,1.53,94.48,-42.18,4.93,5233.95
CUST_000528,48,services,married,basic.9y,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.47,94.02,-42.74,4.93,5229.29
CUST_000529,33,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.15,94.11,-36.37,4.74,5179.11
CUST_000530,46,self-employed,married,basic.6y,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.37,93.53,-36.34,5.14,5235.06
CUST_000531,44,technician,divorced,basic.9y,unknown,yes,yes,telephone,may,tue,2,999,1,nonexistent,1.08,93.93,-36.75,4.81,5192.15
CUST_000532,56,technician,divorced,university.degree,no,no,no,cellular,aug,tue,1,999,1,nonexistent,1.4,93.49,-36.83,4.94,5230.28
CUST_000533,60,retired,married,basic.4y,unknown,no,no,telephone,may,fri,5,999,1,nonexistent,1.2,93.99,-36.79,4.9,5187.55
CUST_000534,46,management,married,university.degree,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.05,94.05,-37.02,4.86,5192.43
CUST_000535,27,admin.,single,high.school,no,no,no,telephone,jun,wed,1,999,1,nonexistent,1.33,94.45,-42.25,5.0,5230.39
CUST_000536,32,admin.,single,university.degree,no,yes,no,telephone,oct,tue,3,999,0,nonexistent,-0.25,93.7,-41.18,4.95,5194.13
CUST_000537,49,services,divorced,basic.4y,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.03,93.4,-42.74,4.05,5197.39
CUST_000538,34,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.43,93.75,-43.05,5.08,5226.48
CUST_000539,45,technician,single,professional.course,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.3,93.44,-36.65,5.03,5226.92
CUST_000540,32,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,1,999,2,nonexistent,1.04,93.93,-35.09,4.92,5199.08
CUST_000541,40,admin.,divorced,basic.9y,no,no,no,telephone,jun,fri,5,999,0,nonexistent,1.31,94.51,-42.05,5.03,5230.9
CUST_000542,30,admin.,single,high.school,no,no,yes,cellular,apr,wed,2,10,3,success,-1.83,93.08,-47.27,1.47,5095.12
CUST_000543,37,admin.,married,university.degree,no,no,no,cellular,aug,thu,3,999,0,nonexistent,1.38,93.4,-36.09,4.85,5224.79
CUST_000544,30,services,single,professional.course,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.13,93.98,-37.08,5.12,5194.29
CUST_000545,57,retired,married,university.degree,no,yes,no,telephone,jun,fri,5,999,0,nonexistent,1.44,94.49,-41.9,4.9,5227.63
CUST_000546,33,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,23,999,0,nonexistent,1.3,94.35,-41.53,4.85,5224.26
CUST_000547,25,student,single,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.73,92.8,-45.47,1.26,5097.0
CUST_000548,32,technician,married,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.49,93.82,-42.33,4.83,5225.0
CUST_000549,56,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,1,999,0,nonexistent,1.48,93.83,-41.54,5.01,5232.23
CUST_000550,33,admin.,single,professional.course,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.11,93.95,-36.99,4.76,5191.52
CUST_000551,29,admin.,married,university.degree,no,no,yes,cellular,jun,tue,3,5,1,success,-1.65,94.13,-39.89,0.97,4991.41
CUST_000552,50,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.51,93.32,-36.44,5.04,5225.8
CUST_000553,33,admin.,married,professional.course,no,yes,no,cellular,aug,wed,3,999,2,nonexistent,1.31,93.56,-34.4,5.03,5233.03
CUST_000554,50,management,married,university.degree,no,no,yes,telephone,may,thu,2,999,1,nonexistent,1.11,93.93,-35.98,4.89,5191.6
CUST_000555,35,technician,married,professional.course,no,unknown,unknown,cellular,may,thu,3,999,0,nonexistent,-1.88,92.8,-45.78,1.47,5099.97
CUST_000556,33,technician,divorced,university.degree,no,yes,yes,cellular,aug,thu,2,999,1,nonexistent,1.45,93.49,-35.85,4.99,5231.21
CUST_000557,57,admin.,married,professional.course,no,yes,no,cellular,nov,tue,1,999,2,failure,-0.05,93.38,-42.35,4.03,5189.41
CUST_000558,26,student,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.97,92.32,-30.29,0.77,5075.3
CUST_000559,35,services,single,high.school,unknown,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.35,93.88,-41.97,4.97,5228.43
CUST_000560,28,management,married,university.degree,no,yes,yes,cellular,jul,wed,4,999,0,nonexistent,1.28,93.89,-42.61,4.83,5230.66
CUST_000561,56,blue-collar,married,basic.4y,no,yes,yes,cellular,may,wed,3,999,0,nonexistent,-1.91,92.54,-45.72,1.45,5099.34
CUST_000562,38,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,3,999,0,nonexistent,1.45,94.4,-42.63,4.96,5234.31
CUST_000563,43,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.47,93.25,-35.28,4.87,5225.72
CUST_000564,58,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.31,93.51,-36.1,5.18,5219.12
CUST_000565,27,admin.,married,professional.course,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.78,92.8,-46.62,1.31,5094.19
CUST_000566,42,admin.,divorced,high.school,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.34,94.45,-41.84,5.02,5219.11
CUST_000567,45,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,tue,1,999,0,nonexistent,1.31,93.64,-36.33,4.82,5234.4
CUST_000568,57,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.39,93.9,-41.78,4.88,5233.78
CUST_000569,33,services,divorced,high.school,no,yes,no,cellular,nov,wed,1,999,0,failure,-0.05,93.08,-42.04,4.1,5192.41
CUST_000570,31,admin.,married,high.school,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.22,93.94,-43.47,4.96,5232.01
CUST_000571,53,retired,married,university.degree,unknown,no,no,cellular,jul,thu,3,999,0,nonexistent,1.49,93.52,-42.28,5.01,5220.54
CUST_000572,33,technician,single,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.29,-36.01,5.01,5225.45
CUST_000573,49,blue-collar,married,basic.6y,unknown,no,no,cellular,nov,tue,2,999,1,nonexistent,-0.11,93.05,-41.93,4.41,5197.43
CUST_000574,57,retired,married,professional.course,no,no,no,cellular,aug,wed,5,999,1,nonexistent,1.56,93.43,-36.24,4.89,5226.55
CUST_000575,52,admin.,married,high.school,no,no,no,cellular,jul,mon,5,999,0,nonexistent,1.38,93.93,-43.05,5.01,5225.43
CUST_000576,39,services,single,unknown,no,yes,no,cellular,may,thu,6,999,0,nonexistent,-1.82,92.83,-46.97,1.29,5097.79
CUST_000577,38,services,married,high.school,no,yes,yes,cellular,may,thu,1,999,0,nonexistent,-1.83,92.87,-46.78,1.18,5103.76
CUST_000578,51,admin.,married,basic.6y,no,yes,no,cellular,apr,wed,2,999,1,failure,-1.74,93.03,-46.42,1.62,5102.61
CUST_000579,55,entrepreneur,divorced,university.degree,no,no,yes,telephone,jul,tue,7,999,0,nonexistent,1.44,94.01,-42.11,4.79,5230.17
CUST_000580,49,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.29,-36.18,4.93,5231.64
CUST_000581,30,student,single,unknown,unknown,yes,no,cellular,apr,thu,1,999,0,failure,-1.85,93.09,-46.44,1.39,5104.69
CUST_000582,31,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.29,93.57,-36.23,4.96,5223.77
CUST_000583,38,technician,married,basic.6y,no,no,no,cellular,apr,tue,3,999,0,nonexistent,-1.89,93.06,-48.15,1.42,5101.85
CUST_000584,47,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.38,94.5,-40.78,5.16,5232.26
CUST_000585,57,blue-collar,married,high.school,no,yes,no,telephone,may,wed,12,999,1,nonexistent,1.14,93.9,-36.31,4.84,5196.33
CUST_000586,50,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,1,999,2,nonexistent,1.06,93.92,-35.58,4.83,5189.75
CUST_000587,36,blue-collar,divorced,basic.6y,no,yes,no,cellular,may,wed,1,999,2,failure,-1.8,92.95,-47.24,1.34,5101.58
CUST_000588,38,admin.,married,university.degree,no,yes,no,telephone,may,thu,11,999,0,nonexistent,1.15,93.9,-37.19,4.85,5185.92
CUST_000589,55,blue-collar,married,basic.9y,no,yes,no,cellular,jun,fri,1,6,1,success,-2.93,92.9,-40.85,1.27,5074.19
CUST_000590,34,blue-collar,single,high.school,no,yes,no,cellular,jul,thu,23,999,0,nonexistent,1.34,93.97,-41.95,5.02,5232.82
CUST_000591,34,services,married,basic.9y,unknown,no,no,cellular,may,mon,3,999,1,failure,-1.7,92.86,-46.3,1.32,5098.93
CUST_000592,43,entrepreneur,married,basic.4y,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.12,94.13,-36.46,4.79,5197.88
CUST_000593,32,admin.,single,university.degree,no,yes,no,cellular,aug,wed,4,999,2,nonexistent,1.48,93.38,-36.15,4.88,5226.57
CUST_000594,32,services,married,high.school,no,yes,yes,cellular,nov,wed,3,999,0,nonexistent,-0.12,93.23,-41.91,4.19,5198.3
CUST_000595,43,admin.,married,university.degree,no,yes,no,cellular,aug,wed,12,999,0,nonexistent,1.39,93.35,-36.31,4.86,5225.25
CUST_000596,47,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,1,999,0,nonexistent,-1.89,92.97,-45.3,1.35,5105.9
CUST_000597,31,services,married,high.school,no,no,no,telephone,nov,fri,3,26,1,success,-3.58,92.46,-30.06,0.73,5020.55
CUST_000598,36,services,single,high.school,no,yes,no,telephone,jul,tue,3,999,0,nonexistent,1.35,93.92,-42.96,5.01,5231.7
CUST_000599,28,admin.,married,university.degree,no,no,no,cellular,aug,fri,1,999,1,nonexistent,1.43,93.61,-36.23,4.92,5227.72
CUST_000600,49,admin.,married,unknown,unknown,no,no,cellular,jul,mon,4,999,0,nonexistent,1.55,93.95,-41.85,4.83,5229.49
CUST_000601,41,technician,divorced,professional.course,no,no,no,cellular,apr,thu,2,999,1,failure,-1.69,92.87,-46.91,1.31,5099.5
CUST_000602,59,retired,divorced,professional.course,unknown,no,no,telephone,jun,mon,3,999,1,nonexistent,1.24,94.44,-41.66,5.08,5230.97
CUST_000603,24,technician,married,unknown,no,yes,no,telephone,jul,tue,3,999,0,nonexistent,1.38,93.81,-43.18,4.84,5229.04
CUST_000604,20,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.35,93.98,-43.26,4.91,5234.89
CUST_000605,51,services,married,unknown,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.08,93.22,-41.57,4.1,5197.34
CUST_000606,42,admin.,single,professional.course,no,no,no,cellular,aug,mon,5,999,0,nonexistent,1.26,93.39,-36.17,5.03,5225.89
CUST_000607,38,entrepreneur,single,university.degree,no,yes,no,telephone,may,mon,5,999,0,nonexistent,-1.69,92.74,-46.63,1.12,5096.7
CUST_000608,37,admin.,single,high.school,unknown,yes,no,cellular,nov,mon,1,999,1,nonexistent,-0.03,93.1,-42.77,4.33,5192.73
CUST_000609,43,management,married,high.school,no,no,no,telephone,may,wed,1,999,1,nonexistent,1.22,93.94,-35.48,4.82,5186.91
CUST_000610,30,unemployed,single,high.school,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.85,93.19,-47.63,1.5,5098.49
CUST_000611,52,services,married,high.school,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.16,94.23,-36.65,4.94,5191.6
CUST_000612,23,services,married,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,94.01,-35.7,4.78,5192.86
CUST_000613,29,unemployed,single,basic.9y,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-3.59,92.65,-29.24,0.51,5014.15
CUST_000614,32,admin.,married,university.degree,no,yes,yes,cellular,may,mon,1,999,0,failure,-1.82,92.73,-45.87,1.16,5098.64
CUST_000615,37,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,999,1,nonexistent,-2.89,92.15,-31.9,1.0,5077.33
CUST_000616,24,technician,divorced,university.degree,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.48,94.33,-41.75,5.0,5229.01
CUST_000617,30,admin.,single,university.degree,no,no,no,cellular,aug,tue,2,999,1,nonexistent,1.59,93.35,-36.8,4.89,5230.6
CUST_000618,35,technician,single,university.degree,no,yes,no,cellular,may,mon,4,999,0,nonexistent,-1.61,93.03,-46.52,1.42,5098.69
CUST_000619,30,unknown,married,university.degree,no,yes,no,cellular,aug,mon,1,999,1,nonexistent,1.4,93.39,-37.25,4.93,5229.44
CUST_000620,31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.26,93.7,-37.13,5.01,5221.22
CUST_000621,46,management,married,university.degree,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.15,93.14,-42.16,4.13,5197.97
CUST_000622,38,technician,single,professional.course,no,yes,no,cellular,nov,mon,3,999,0,nonexistent,-0.14,93.3,-41.59,4.18,5197.93
CUST_000623,59,services,married,university.degree,no,yes,no,cellular,oct,mon,1,999,0,nonexistent,-1.09,94.71,-49.47,0.89,4965.58
CUST_000624,39,services,married,high.school,unknown,no,yes,telephone,jun,tue,2,999,1,nonexistent,1.44,94.55,-41.4,4.97,5233.07
CUST_000625,51,admin.,divorced,high.school,no,yes,yes,cellular,may,wed,4,999,1,failure,-1.83,92.69,-46.51,1.44,5098.55
CUST_000626,57,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,2,999,0,nonexistent,1.32,94.06,-42.57,4.81,5229.63
CUST_000627,38,admin.,married,university.degree,no,no,no,telephone,aug,fri,1,999,1,nonexistent,1.31,93.42,-35.04,5.19,5237.12
CUST_000628,28,admin.,married,university.degree,no,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.28,93.46,-36.37,4.91,5224.58
CUST_000629,46,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.14,93.97,-35.65,4.85,5190.36
CUST_000630,50,admin.,single,basic.9y,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.99,93.08,-41.23,1.2,5071.21
CUST_000631,41,admin.,married,high.school,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.12,93.49,-35.09,4.97,5229.64
CUST_000632,38,entrepreneur,married,university.degree,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.42,-41.96,4.97,5221.72
CUST_000633,35,blue-collar,single,basic.9y,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.05,94.0,-36.85,4.76,5192.21
CUST_000634,46,blue-collar,single,high.school,unknown,yes,no,cellular,may,mon,8,999,0,nonexistent,-1.74,92.94,-45.08,1.4,5105.25
CUST_000635,83,retired,married,university.degree,no,no,no,telephone,jul,tue,1,17,0,success,-1.63,94.25,-40.23,0.85,4987.6
CUST_000636,51,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,2,999,1,nonexistent,1.0,94.04,-36.17,4.83,5197.35
CUST_000637,33,admin.,married,university.degree,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.55,93.97,-42.24,5.06,5229.91
CUST_000638,46,management,married,university.degree,no,yes,no,cellular,may,thu,4,999,0,nonexistent,-1.75,92.9,-45.64,1.35,5100.68
CUST_000639,35,blue-collar,single,high.school,no,yes,no,cellular,may,tue,1,999,0,failure,-1.75,92.97,-46.9,1.41,5101.28
CUST_000640,44,admin.,married,high.school,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.49,93.77,-42.26,5.02,5229.95
CUST_000641,35,admin.,single,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.29,94.08,-36.26,4.82,5197.22
CUST_000642,34,technician,single,professional.course,no,yes,no,cellular,aug,mon,1,999,1,nonexistent,1.46,93.39,-37.29,4.81,5230.1
CUST_000643,26,admin.,single,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.03,94.17,-35.37,4.89,5188.34
CUST_000644,41,management,single,university.degree,unknown,no,no,cellular,apr,thu,1,999,2,failure,-1.73,93.23,-46.95,1.4,5099.21
CUST_000645,31,technician,married,university.degree,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.89,93.14,-40.96,1.21,5071.25
CUST_000646,57,admin.,divorced,high.school,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.46,93.78,-42.9,4.73,5228.82
CUST_000647,49,blue-collar,married,professional.course,unknown,yes,no,cellular,may,thu,1,999,2,failure,-1.64,92.71,-45.6,1.29,5097.31
CUST_000648,59,self-employed,single,high.school,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.18,94.01,-36.51,4.76,5201.64
CUST_000649,41,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,fri,1,999,0,nonexistent,1.27,94.54,-42.35,5.01,5231.96
CUST_000650,59,technician,married,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,-2.84,92.11,-31.53,0.81,5081.06
CUST_000651,34,services,divorced,basic.6y,unknown,no,no,cellular,may,wed,3,999,0,nonexistent,-1.77,92.92,-45.95,1.36,5097.62
CUST_000652,32,services,married,high.school,no,no,no,cellular,jul,tue,8,999,0,nonexistent,1.43,93.97,-43.49,4.91,5224.97
CUST_000653,45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,1,999,2,nonexistent,1.11,93.85,-37.02,4.87,5189.57
CUST_000654,34,admin.,married,basic.9y,no,yes,no,telephone,jun,mon,3,999,2,nonexistent,1.3,94.66,-42.3,4.96,5228.77
CUST_000655,44,self-employed,divorced,basic.9y,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.86,92.75,-46.08,1.03,5098.21
CUST_000656,33,unknown,single,basic.9y,no,yes,no,telephone,nov,mon,2,999,0,failure,-0.14,93.3,-42.5,4.24,5194.58
CUST_000657,45,admin.,single,unknown,no,yes,no,cellular,apr,thu,2,999,2,failure,-1.65,93.06,-46.66,1.48,5104.47
CUST_000658,33,admin.,married,university.degree,no,yes,no,telephone,jul,fri,5,999,1,nonexistent,1.36,93.93,-43.2,4.99,5221.05
CUST_000659,41,services,married,basic.9y,no,yes,no,telephone,jun,wed,4,999,1,nonexistent,1.54,94.35,-43.11,5.19,5228.17
CUST_000660,34,admin.,single,university.degree,no,no,no,cellular,sep,fri,3,0,3,success,-3.28,92.46,-29.22,0.73,5014.49
CUST_000661,56,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.35,94.46,-41.58,4.92,5233.21
CUST_000662,31,blue-collar,married,professional.course,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.41,94.3,-41.06,4.77,5229.92
CUST_000663,28,services,married,high.school,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.25,94.0,-37.41,4.91,5195.07
CUST_000664,47,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,4,999,0,nonexistent,-2.09,92.84,-45.55,1.39,5090.19
CUST_000665,27,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,2,999,1,nonexistent,-1.67,93.09,-47.81,1.38,5095.22
CUST_000666,44,entrepreneur,married,university.degree,unknown,yes,yes,telephone,jul,tue,4,999,0,nonexistent,1.31,93.95,-42.43,5.02,5228.14
CUST_000667,40,services,divorced,high.school,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.67,93.07,-46.71,1.5,5099.84
CUST_000668,29,admin.,divorced,university.degree,no,yes,yes,cellular,aug,thu,2,999,0,nonexistent,1.44,93.4,-35.31,4.98,5221.35
CUST_000669,44,services,married,high.school,no,yes,no,telephone,jun,fri,4,999,0,nonexistent,1.38,94.62,-41.45,4.9,5224.96
CUST_000670,36,student,single,unknown,no,no,yes,cellular,jun,fri,3,999,0,nonexistent,-2.97,93.01,-40.9,1.33,5081.26
CUST_000671,45,technician,married,high.school,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.14,93.25,-42.8,4.19,5197.42
CUST_000672,52,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,wed,4,999,0,nonexistent,1.34,93.84,-43.08,4.84,5228.66
CUST_000673,51,admin.,single,high.school,no,yes,no,cellular,oct,fri,2,999,0,nonexistent,-3.29,92.59,-28.09,0.97,5014.71
CUST_000674,40,retired,married,basic.9y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.14,94.03,-36.14,4.85,5187.91
CUST_000675,47,blue-collar,divorced,basic.4y,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.31,93.36,-36.63,5.17,5231.79
CUST_000676,52,admin.,single,university.degree,unknown,no,no,cellular,nov,fri,1,999,1,failure,-0.16,93.31,-40.98,4.08,5198.51
CUST_000677,40,management,married,high.school,no,no,no,cellular,aug,fri,2,999,1,nonexistent,1.38,93.44,-36.22,4.91,5226.02
CUST_000678,36,management,married,university.degree,no,no,no,cellular,jun,thu,1,999,0,nonexistent,-2.81,93.13,-40.55,1.27,5079.61
CUST_000679,59,housemaid,married,basic.4y,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,1.36,93.43,-35.79,4.79,5230.11
CUST_000680,44,technician,single,unknown,unknown,yes,no,telephone,may,mon,2,999,1,nonexistent,0.92,93.9,-35.91,4.89,5190.55
CUST_000681,27,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.48,93.47,-36.85,4.9,5232.31
