customer_id,p_treatment,p_control,uplift
CUST_005014,0.23269665,0.094238006,0.13845864
CUST_003406,0.17037849,0.031972002,0.13840649
CUST_004911,0.41852573,0.2801308,0.13839492
CUST_007819,0.17117678,0.0327934,0.13838337
CUST_007069,0.17440358,0.036121503,0.13828208
CUST_003973,0.15576555,0.01755719,0.13820836
CUST_003684,0.18211089,0.043932058,0.13817883
CUST_001863,0.15214176,0.014053567,0.1380882
CUST_005811,0.16639708,0.02832095,0.13807613
CUST_000091,0.15749979,0.019460678,0.13803911
CUST_008071,0.14938197,0.011345748,0.13803622
CUST_006847,0.15414529,0.016217275,0.13792801
CUST_008051,0.15690885,0.019006383,0.13790247
CUST_007406,0.7146266,0.5767918,0.13783479
CUST_007404,0.15755063,0.019732535,0.1378181
CUST_006170,0.15008144,0.012288059,0.13779338
CUST_007125,0.20497699,0.06719219,0.13778481
CUST_003755,0.15072316,0.01294007,0.1377831
CUST_008021,0.18076994,0.042994823,0.13777511
CUST_000319,0.18076994,0.042994823,0.13777511
CUST_003266,0.1445019,0.006811076,0.13769081
CUST_003597,0.141423,0.003751279,0.13767172
CUST_000036,0.16861388,0.030988306,0.13762558
CUST_006037,0.22777978,0.090160586,0.1376192
CUST_005202,0.14722031,0.009809872,0.13741045
CUST_002003,0.14720687,0.009809872,0.137397
CUST_004443,0.14168628,0.0043804706,0.13730581
CUST_005553,0.16258611,0.025367869,0.13721824
CUST_000719,0.16132864,0.0241414,0.13718724
CUST_002240,0.4322711,0.2950845,0.13718659
CUST_003501,0.74281263,0.60562897,0.13718367
CUST_004903,0.1451554,0.008023269,0.13713214
CUST_004706,0.20416199,0.06704169,0.1371203
CUST_000691,0.22335905,0.08628817,0.13707088
CUST_000433,0.23453331,0.09748647,0.13704684
CUST_005394,0.15700859,0.020051287,0.1369573
CUST_001929,0.21800849,0.08107323,0.13693526
CUST_001101,0.16047613,0.023571797,0.13690433
CUST_002492,0.17805804,0.041174833,0.13688321
CUST_005283,0.15164681,0.014789722,0.13685709
CUST_006535,0.14351086,0.0066629667,0.1368479
CUST_004286,0.14921312,0.012456081,0.13675705
CUST_004374,0.15520234,0.018514793,0.13668755
CUST_007537,0.17297924,0.03644135,0.13653788
CUST_001883,0.5731288,0.4366135,0.13651532
CUST_003415,0.17311077,0.036655284,0.13645548
CUST_003739,0.15063277,0.01418289,0.13644987
CUST_005928,0.18023111,0.04387352,0.13635759
CUST_001298,0.14502807,0.008701762,0.13632631
CUST_005217,0.15582523,0.019550752,0.13627447
CUST_005819,0.1470834,0.010810878,0.13627252
CUST_000818,0.18085587,0.044614382,0.1362415
CUST_000797,0.18766592,0.051478993,0.13618693
CUST_007651,0.1648326,0.0286695,0.1361631
CUST_005656,0.2116009,0.075531885,0.13606901
CUST_007042,0.1638017,0.027746994,0.13605471
CUST_006778,0.161561,0.025540654,0.13602035
CUST_007251,0.2963101,0.16029347,0.13601662
CUST_007096,0.22999841,0.09398926,0.13600916
CUST_005300,0.16381997,0.02785778,0.13596219
CUST_001556,0.22839662,0.09244674,0.13594988
CUST_005606,0.16199309,0.02615806,0.13583502
CUST_001026,0.15484908,0.019019675,0.1358294
CUST_001371,0.16475737,0.028968079,0.13578929
CUST_004760,0.1638557,0.028090049,0.13576566
CUST_004759,0.19921768,0.06350798,0.1357097
CUST_004276,0.14493962,0.009286785,0.13565283
CUST_000827,0.18290839,0.04733148,0.1355769
CUST_003288,0.16406788,0.028550632,0.13551724
CUST_005393,0.18550356,0.050016414,0.13548714
CUST_001092,0.17245966,0.036979888,0.13547978
CUST_004155,0.18682384,0.051352594,0.13547125
CUST_003857,0.23684391,0.101425946,0.13541797
CUST_005081,0.14093083,0.0055336896,0.13539714
CUST_001906,0.13680609,0.0014240213,0.13538207
CUST_006825,0.25971788,0.12438533,0.13533255
CUST_005331,0.1890433,0.053754497,0.1352888
CUST_006641,0.16515082,0.029868511,0.13528231
CUST_007613,0.17037682,0.035115834,0.13526098
CUST_005560,0.39113054,0.2559494,0.13518113
CUST_003660,0.20842865,0.073266916,0.13516173
CUST_005679,0.15410987,0.019016974,0.13509288
CUST_007019,0.1549862,0.019904913,0.13508129
CUST_000071,0.1554519,0.020375587,0.13507631
CUST_006115,0.26972908,0.13469803,0.13503104
CUST_008185,0.14100324,0.006015402,0.13498783
CUST_005689,0.16396004,0.029203082,0.13475695
CUST_006733,0.15833032,0.02359133,0.134739
CUST_002173,0.2292902,0.094607145,0.13468306
CUST_007654,0.14590396,0.011282785,0.13462117
CUST_001283,0.17170374,0.037164323,0.13453943
CUST_005581,0.15151612,0.017010393,0.13450573
CUST_005068,0.21923348,0.084762946,0.13447054
CUST_004119,0.17351766,0.03908867,0.134429
CUST_000229,0.15419358,0.019777536,0.13441604
CUST_005158,0.22980337,0.095553614,0.13424975
CUST_003647,0.20115574,0.06695793,0.1341978
CUST_007390,0.15227906,0.018096853,0.13418221
CUST_003583,0.17969616,0.045519695,0.13417646
CUST_003453,0.22954947,0.09543413,0.13411534
CUST_005749,0.4092439,0.27516252,0.1340814
CUST_008184,0.15051147,0.016596235,0.13391525
CUST_007028,0.16453984,0.030647833,0.13389201
CUST_007631,0.22957854,0.09583319,0.13374534
CUST_001074,0.23111326,0.0973826,0.13373065
CUST_007153,0.15893161,0.02527575,0.13365586
CUST_003328,0.13891298,0.0053064963,0.13360648
CUST_004275,0.17349681,0.039919574,0.13357724
CUST_001554,0.16751672,0.03397429,0.13354243
CUST_007294,0.1843274,0.050792515,0.13353488
CUST_006350,0.17130683,0.037855677,0.13345116
CUST_003686,0.21131031,0.0778993,0.13341102
CUST_001751,0.22637089,0.09298073,0.13339016
CUST_000205,0.77162707,0.63823867,0.1333884
CUST_001326,0.20172329,0.06835809,0.1333652
CUST_007686,0.13930061,0.0059728036,0.13332781
CUST_008072,0.1558492,0.022528939,0.13332027
CUST_004513,0.17755039,0.044318408,0.13323198
CUST_005067,0.18090503,0.04772121,0.13318382
CUST_008155,0.19755128,0.064443134,0.13310814
CUST_007480,0.16319248,0.03010898,0.13308349
CUST_000936,0.19924925,0.06617195,0.1330773
CUST_005094,0.14471489,0.011654361,0.13306053
CUST_001799,0.14759521,0.014596591,0.13299862
CUST_007611,0.17584784,0.042851698,0.13299614
CUST_004601,0.15588364,0.022941323,0.13294232
CUST_006816,0.562276,0.42947134,0.13280466
CUST_004366,0.1759815,0.043199454,0.13278206
CUST_005381,0.24543951,0.11272303,0.13271648
CUST_002210,0.7245968,0.5919531,0.1326437
CUST_007360,0.15537204,0.022740223,0.13263181
CUST_006005,0.22198004,0.08936641,0.13261363
CUST_007696,0.20083304,0.06822503,0.132608
CUST_001299,0.16568054,0.033103283,0.13257726
CUST_004749,0.16568054,0.033103283,0.13257726
CUST_005951,0.15600227,0.023481674,0.13252059
CUST_004838,0.170993,0.038520362,0.13247263
CUST_007094,0.86228484,0.7298308,0.13245404
CUST_001446,0.15458773,0.022150708,0.13243702
CUST_000785,0.14773938,0.015303264,0.13243611
CUST_004208,0.16185449,0.029487256,0.13236724
CUST_006968,0.14600354,0.013727187,0.13227636
CUST_001087,0.66191745,0.5296564,0.13226104
CUST_007049,0.16640075,0.034204032,0.13219671
CUST_006288,0.21413372,0.081987485,0.13214624
CUST_005965,0.1535363,0.021390721,0.13214558
CUST_007344,0.16655187,0.0344103,0.13214158
CUST_001014,0.1730231,0.040886983,0.13213612
CUST_003610,0.19756846,0.06555589,0.13201258
CUST_002328,0.15959047,0.027601883,0.13198858
CUST_000862,0.15987405,0.027964244,0.1319098
CUST_008173,0.14820267,0.016321238,0.13188143
CUST_007428,0.14768732,0.015839295,0.13184802
CUST_006443,0.1437444,0.011989483,0.1317549
CUST_000542,0.18058129,0.048905905,0.13167538
CUST_003106,0.14912112,0.017540246,0.13158087
CUST_001456,0.1433936,0.011829023,0.13156459
CUST_004427,0.19239426,0.060881305,0.13151295
CUST_000720,0.17948844,0.047996536,0.1314919
CUST_001752,0.2195964,0.08820243,0.13139397
CUST_000533,0.1504303,0.019049665,0.13138065
CUST_002950,0.13609922,0.0047378507,0.13136137
CUST_000404,0.1440069,0.012671725,0.13133517
CUST_001292,0.17063002,0.039331414,0.1312986
CUST_003023,0.1888457,0.05755054,0.13129516
CUST_004092,0.20304742,0.0718228,0.13122463
CUST_001118,0.14809531,0.01688252,0.13121279
CUST_002872,0.14956492,0.018409945,0.13115498
CUST_008034,0.1620017,0.030870175,0.13113153
CUST_002102,0.15377003,0.022697989,0.13107204
CUST_003933,0.13389969,0.0028464657,0.13105322
CUST_006730,0.1438753,0.012878645,0.13099666
CUST_005177,0.1475507,0.016628042,0.13092266
CUST_005337,0.14172088,0.010807667,0.13091321
CUST_002649,0.16477606,0.033908818,0.13086724
CUST_004919,0.17141432,0.040585823,0.1308285
CUST_007425,0.14967486,0.018931387,0.13074347
CUST_006758,0.48306465,0.3523253,0.13073936
CUST_006812,0.1644453,0.033898454,0.13054684
CUST_008077,0.13833913,0.007967398,0.13037173
CUST_005522,0.15069653,0.02039074,0.1303058
CUST_006393,0.16317476,0.032924518,0.13025025
CUST_006354,0.31610146,0.18588229,0.13021918
CUST_005587,0.17311203,0.04293128,0.13018075
CUST_007653,0.16326158,0.033294316,0.12996726
CUST_002190,0.25754058,0.1275927,0.12994789
CUST_005249,0.15087347,0.021014178,0.12985928
CUST_005386,0.19381115,0.0640235,0.12978765
CUST_002482,0.1507623,0.02098928,0.12977302
CUST_000949,0.18761843,0.05786775,0.12975068
CUST_005105,0.22595772,0.09622375,0.12973398
CUST_008189,0.18709472,0.057367034,0.12972769
CUST_001493,0.16679995,0.037111286,0.12968867
CUST_001939,0.15196174,0.022315256,0.12964648
CUST_006133,0.17036103,0.040739086,0.12962194
CUST_002481,0.1856098,0.055994682,0.12961513
CUST_006240,0.16061963,0.031005602,0.12961403
CUST_007136,0.18006806,0.050467223,0.12960084
CUST_008015,0.23968227,0.110092245,0.12959003
CUST_006813,0.15139045,0.021871125,0.12951933
CUST_007663,0.1330208,0.0035194813,0.12950133
CUST_001644,0.13351718,0.0040359916,0.12948118
CUST_001872,0.25005475,0.1206089,0.12944585
CUST_004829,0.147168,0.017744193,0.1294238
CUST_005894,0.14389208,0.014471269,0.12942082
CUST_003185,0.239092,0.109749116,0.12934288
CUST_001429,0.15171264,0.022441518,0.12927112
CUST_002254,0.17600068,0.04679328,0.1292074
CUST_001034,0.14671035,0.01758825,0.12912211
CUST_004758,0.15613753,0.027051965,0.12908556
CUST_003967,0.19031952,0.061243992,0.12907553
CUST_003471,0.2291481,0.10027292,0.12887518
CUST_001120,0.18910162,0.060281087,0.12882054
CUST_005454,0.17855959,0.049752116,0.12880747
CUST_001452,0.19620419,0.06741598,0.1287882
CUST_001645,0.18510078,0.056489855,0.12861092
CUST_002107,0.16691288,0.03832532,0.12858756
CUST_005316,0.3631564,0.23460096,0.12855545
CUST_002543,0.15972534,0.031266585,0.12845875
CUST_006177,0.15577573,0.027382247,0.12839347
CUST_007061,0.21021932,0.0818723,0.12834702
CUST_004507,0.16922466,0.040892333,0.12833233
CUST_003271,0.14956017,0.021238534,0.12832163
CUST_002700,0.40114406,0.27293962,0.12820444
CUST_002561,0.19271544,0.06462776,0.12808767
CUST_006680,0.14740746,0.019335901,0.12807156
CUST_002168,0.13922526,0.0111539755,0.12807128
CUST_000701,0.19485848,0.066806056,0.12805241
CUST_007569,0.14888637,0.020842219,0.12804414
CUST_001647,0.17624398,0.048234034,0.12800995
CUST_004997,0.13306323,0.0050604763,0.12800275
CUST_004004,0.13815974,0.010197477,0.12796226
CUST_001231,0.5186126,0.39070636,0.12790626
CUST_006085,0.30252907,0.17480265,0.12772642
CUST_008022,0.1423512,0.014747391,0.1276038
CUST_001424,0.17440595,0.046823587,0.12758236
CUST_005598,0.13060533,0.0030259716,0.12757935
CUST_004881,0.15349676,0.02592707,0.12756969
CUST_004908,0.15349676,0.02592707,0.12756969
CUST_002153,0.15188123,0.024317974,0.12756325
CUST_005546,0.16270989,0.035160035,0.12754986
CUST_006022,0.14126547,0.013725217,0.12754025
CUST_007446,0.59222525,0.46476024,0.12746501
CUST_004531,0.19308767,0.06574723,0.12734044
CUST_002758,0.16723801,0.039975487,0.12726253
CUST_001490,0.1505272,0.023326293,0.1272009
CUST_008107,0.15495479,0.027762068,0.12719272
CUST_000051,0.16503905,0.037882444,0.1271566
CUST_003019,0.15327825,0.026133139,0.12714511
CUST_002935,0.16565038,0.038535796,0.1271146
CUST_000647,0.20725608,0.08033601,0.12692007
CUST_001058,0.15422073,0.027307384,0.12691334
CUST_003838,0.2872498,0.16049086,0.12675895
CUST_001082,0.1371482,0.010432319,0.12671588
CUST_003472,0.13652678,0.009828413,0.12669836
CUST_000450,0.15359285,0.026982073,0.12661079
CUST_005190,0.14494257,0.018362997,0.12657957
CUST_001051,0.13701443,0.010520714,0.12649372
CUST_001135,0.78220403,0.65575814,0.12644589
CUST_003986,0.14290716,0.016506828,0.12640032
CUST_005271,0.15758815,0.031240288,0.12634787
CUST_002151,0.14814271,0.02183772,0.12630498
CUST_007752,0.37479132,0.24848944,0.12630188
CUST_002233,0.14381129,0.01753038,0.1262809
CUST_007047,0.29606497,0.16988598,0.126179
CUST_005745,0.14518145,0.019049741,0.12613171
CUST_002032,0.18338208,0.057253294,0.1261288
CUST_006916,0.16352399,0.03762732,0.12589666
CUST_006982,0.27658737,0.15071434,0.12587303
CUST_005765,0.15503813,0.029259818,0.12577832
CUST_007053,0.14692307,0.02114925,0.12577382
CUST_003995,0.1910351,0.06528789,0.12574722
CUST_004121,0.19640103,0.07070539,0.12569565
CUST_000248,0.23251703,0.10702693,0.1254901
CUST_000826,0.19918086,0.07371268,0.12546818
CUST_003604,0.26360863,0.13814747,0.12546116
CUST_004337,0.1779721,0.052605398,0.12536669
CUST_000506,0.5068871,0.38153234,0.12535474
CUST_006332,0.13220784,0.006890682,0.12531716
CUST_003979,0.35111395,0.2258273,0.12528664
CUST_005676,0.13434109,0.00930773,0.12503336
CUST_007138,0.13060264,0.005587225,0.12501542
CUST_001296,0.14931133,0.024378808,0.12493253
CUST_006191,0.14076295,0.015876824,0.12488613
CUST_000362,0.1882521,0.06338583,0.12486628
CUST_003013,0.18334767,0.058499146,0.12484853
CUST_003586,0.16657257,0.041787043,0.12478553
CUST_004040,0.16585916,0.04111674,0.12474242
CUST_006276,0.13557245,0.010875109,0.12469734
CUST_002885,0.14296824,0.018318359,0.12464988
CUST_007720,0.1479178,0.023294626,0.12462318
CUST_002678,0.21096388,0.08654173,0.12442215
CUST_006795,0.13548198,0.011094173,0.12438781
CUST_003172,0.13450095,0.01015152,0.12434943
CUST_005163,0.49852982,0.37424487,0.12428495
CUST_002387,0.13814215,0.013917678,0.12422448
CUST_000346,0.5384164,0.4142898,0.12412658
CUST_002662,0.16315825,0.039036978,0.12412128
CUST_002900,0.13306159,0.008986579,0.12407501
CUST_007048,0.15827225,0.034236424,0.12403583
CUST_008142,0.15488575,0.030896273,0.12398948
CUST_004888,0.14195375,0.017974777,0.12397897
CUST_005782,0.16046606,0.036488123,0.12397794
CUST_006567,0.1527639,0.028834939,0.123928964
CUST_006301,0.12775697,0.003842825,0.123914145
CUST_001660,0.15781896,0.03394026,0.1238787
CUST_005034,0.165812,0.041953735,0.123858266
CUST_003772,0.15661542,0.032869864,0.12374556
CUST_002712,0.15454999,0.030812856,0.12373713
CUST_007440,0.29186323,0.16822344,0.12363979
CUST_008180,0.15727629,0.03369188,0.123584405
CUST_004956,0.14120524,0.01763032,0.12357491
CUST_002859,0.14516945,0.021615999,0.123553455
CUST_002713,0.14920022,0.025666246,0.12353397
CUST_002622,0.13130781,0.0077904086,0.1235174
CUST_006289,0.14571445,0.022204988,0.12350946
CUST_003147,0.17014225,0.046719,0.12342325
CUST_003234,0.14072378,0.017359918,0.12336386
CUST_004220,0.13084118,0.007527658,0.123313524
CUST_000928,0.28485143,0.1615941,0.12325734
CUST_003994,0.15027925,0.027025878,0.123253375
CUST_004500,0.1312611,0.008122242,0.12313885
CUST_001812,0.14476101,0.021802818,0.12295819
CUST_002471,0.17670913,0.053784266,0.122924864
CUST_006124,0.2272175,0.10433696,0.12288053
CUST_007782,0.23372921,0.11089499,0.12283422
CUST_003278,0.17853758,0.055740815,0.12279676
CUST_005872,0.14092955,0.018192196,0.122737356
CUST_004034,0.14132547,0.018588718,0.12273675
CUST_001928,0.2092908,0.08658954,0.122701265
CUST_007963,0.14828,0.025591735,0.12268826
CUST_003374,0.15683684,0.034156334,0.1226805
CUST_002542,0.28988764,0.16721295,0.12267469
CUST_005975,0.14425397,0.021612354,0.122641616
CUST_002295,0.15540084,0.03279672,0.122604124
CUST_004591,0.14315803,0.020612977,0.122545056
CUST_000753,0.16023855,0.037810598,0.122427955
CUST_004680,0.1350987,0.012743604,0.12235509
CUST_000308,0.13318338,0.010899567,0.12228381
CUST_005563,0.2798983,0.15764475,0.12225354
CUST_006064,0.16209169,0.03986232,0.12222937
CUST_002475,0.14395347,0.021769151,0.12218432
CUST_001035,0.1429951,0.020851675,0.12214343
CUST_003884,0.18619035,0.06408613,0.12210422
CUST_004968,0.20034906,0.07827374,0.12207532
CUST_007955,0.17010994,0.048080236,0.12202971
CUST_000798,0.15782608,0.035829965,0.12199612
CUST_003759,0.14821087,0.02621912,0.121991746
CUST_005347,0.24533397,0.12335019,0.12198378
CUST_003792,0.21731906,0.09535767,0.121961385
CUST_002369,0.14429706,0.022434799,0.12186226
CUST_007432,0.16430172,0.042448074,0.12185365
CUST_002044,0.14976239,0.028083319,0.121679075
CUST_004946,0.17845769,0.056796703,0.12166099
CUST_003116,0.16471025,0.04306511,0.121645145
CUST_005898,0.20345837,0.081853695,0.12160467
CUST_003236,0.14344873,0.021933217,0.12151551
CUST_001523,0.14415903,0.022658136,0.121500894
CUST_001269,0.77764857,0.6561526,0.12149596
CUST_002574,0.15596107,0.03447949,0.121481575
CUST_000179,0.13264443,0.011164162,0.12148027
CUST_004811,0.21691711,0.095467374,0.12144974
CUST_000804,0.14354852,0.02215217,0.12139635
CUST_002012,0.12289862,0.0015352543,0.12136337
CUST_002095,0.17503291,0.05368343,0.121349484
CUST_001967,0.14303285,0.021685135,0.12134771
CUST_004333,0.2814109,0.1601763,0.121234596
CUST_004926,0.13330981,0.012219794,0.12109002
CUST_005651,0.13024463,0.009175361,0.12106927
CUST_002573,0.13482378,0.013780833,0.12104295
CUST_005627,0.17476991,0.053734433,0.12103547
CUST_003184,0.66889733,0.5478828,0.121014535
CUST_006803,0.13376936,0.012824087,0.120945275
CUST_004527,0.14988066,0.028995382,0.12088528
CUST_004007,0.21502455,0.09421657,0.120807976
CUST_007637,0.1440416,0.023304097,0.1207375
CUST_002750,0.17549741,0.054810997,0.12068641
CUST_005537,0.19073223,0.070053995,0.12067823
CUST_003770,0.14669748,0.026074661,0.12062281
CUST_003668,0.15575223,0.035226583,0.12052564
CUST_002599,0.30854443,0.18826607,0.12027836
CUST_002430,0.17635685,0.056087267,0.12026958
CUST_002476,0.16094346,0.040713612,0.120229855
CUST_002917,0.13463022,0.014409141,0.12022108
CUST_005212,0.1660429,0.045992814,0.12005008
CUST_005404,0.1277019,0.0077557717,0.11994612
CUST_003321,0.1314287,0.011482899,0.1199458
CUST_007746,0.15512718,0.035262205,0.11986498
CUST_001201,0.26666018,0.14691864,0.119741544
CUST_005392,0.5664944,0.44680297,0.11969143
CUST_000215,0.1459894,0.026347337,0.119642064
CUST_001635,0.1460833,0.026441995,0.119641304
CUST_004932,0.1336365,0.014001954,0.119634554
CUST_005815,0.21292885,0.093297094,0.11963175
CUST_006467,0.13360544,0.014034182,0.11957125
CUST_006320,0.17465393,0.055094365,0.11955957
CUST_004731,0.15816797,0.038617242,0.119550735
CUST_005833,0.21886343,0.0993385,0.119524926
CUST_004667,0.21886343,0.0993385,0.119524926
CUST_001378,0.17363536,0.054112267,0.11952309
CUST_001856,0.14825468,0.028776495,0.11947818
CUST_006985,0.12972483,0.010285155,0.11943968
CUST_002928,0.16480972,0.045388773,0.119420946
CUST_007918,0.44295606,0.32353526,0.1194208
CUST_000087,0.15738912,0.03797116,0.11941796
CUST_007227,0.1436835,0.024288232,0.11939526
CUST_006427,0.13148108,0.01209083,0.11939025
CUST_006912,0.14918134,0.029797614,0.11938372
CUST_002311,0.16347346,0.044137783,0.119335674
CUST_005196,0.5177671,0.39847943,0.11928764
CUST_007267,0.13614583,0.017046556,0.119099274
CUST_006707,0.23442806,0.11539567,0.11903239
CUST_007037,0.1358901,0.016881777,0.11900832
CUST_002420,0.1514197,0.032427885,0.118991815
CUST_004665,0.13982098,0.020836696,0.11898428
CUST_007799,0.13794065,0.018966774,0.11897387
CUST_000900,0.17905365,0.06009477,0.118958876
CUST_005523,0.24419948,0.12524408,0.1189554
CUST_006562,0.15082008,0.031880587,0.11893949
CUST_000035,0.16519602,0.04627686,0.11891916
CUST_007400,0.1937549,0.07491269,0.11884221
CUST_001829,0.14887969,0.030184932,0.11869476
CUST_000302,0.1786404,0.060047694,0.1185927
CUST_001977,0.13693471,0.018355738,0.11857897
CUST_001550,0.27839628,0.1598741,0.11852218
CUST_000125,0.15961331,0.041159373,0.118453935
CUST_008095,0.1518512,0.03343861,0.1184126
CUST_004725,0.120732956,0.0023347638,0.11839819
CUST_007892,0.14277841,0.024397926,0.11838049
CUST_006910,0.12210023,0.0037387917,0.118361436
CUST_002063,0.15945862,0.041110244,0.118348375
CUST_006369,0.12906724,0.0108052455,0.11826199
CUST_000219,0.12786952,0.009633766,0.11823575
CUST_000895,0.15036842,0.032132737,0.118235685
CUST_003269,0.12826927,0.01009935,0.11816992
CUST_002539,0.20673382,0.08857458,0.11815924
CUST_001144,0.4221505,0.3039919,0.11815858
CUST_000728,0.13553515,0.01743344,0.11810171
CUST_000905,0.17853758,0.060438454,0.11809912
CUST_003015,0.1349955,0.016902287,0.11809322
CUST_000032,0.13645828,0.018398998,0.11805928
CUST_005956,0.19034533,0.072289966,0.118055366
CUST_002371,0.14162862,0.023651501,0.11797712
CUST_007860,0.1392136,0.021253794,0.11795981
CUST_000260,0.17240024,0.05453545,0.11786479
CUST_003327,0.12504828,0.0072587836,0.1177895
CUST_006940,0.15267645,0.03491335,0.1177631
CUST_001732,0.29582658,0.17806786,0.11775872
CUST_005143,0.15466844,0.036949072,0.11771937
CUST_004304,0.15839702,0.040702913,0.11769411
CUST_008226,0.1673729,0.04970483,0.11766806
CUST_003496,0.86441517,0.74681276,0.11760241
CUST_000209,0.1804369,0.06294103,0.117495865
CUST_006046,0.15692614,0.03947825,0.11744789
CUST_003448,0.1414734,0.0241384,0.117335
CUST_006210,0.16865599,0.051376723,0.11727927
CUST_003372,0.12559079,0.008390151,0.117200635
CUST_001807,0.18962856,0.072433114,0.11719544
CUST_003395,0.121696755,0.004538227,0.11715853
CUST_005038,0.14928813,0.03213322,0.11715491
CUST_006468,0.1397587,0.02262028,0.11713843
CUST_005854,0.1273382,0.010233189,0.117105015
CUST_001193,0.18147366,0.06440985,0.117063805
CUST_004355,0.13170923,0.014646848,0.11706238
CUST_001909,0.16091643,0.043980643,0.11693579
CUST_004955,0.20617777,0.08925162,0.11692615
CUST_000201,0.12265653,0.0057653803,0.11689115
CUST_007504,0.120876655,0.004099725,0.11677693
CUST_008104,0.14141978,0.024661386,0.1167584
CUST_005684,0.14821066,0.03146323,0.11674743
CUST_006726,0.13536412,0.018665183,0.116698936
CUST_007118,0.16165397,0.04495615,0.11669782
CUST_001065,0.16165397,0.04495615,0.11669782
CUST_000749,0.17346287,0.05678887,0.116674
CUST_006578,0.12338546,0.006738469,0.11664699
CUST_003542,0.13033105,0.013708676,0.11662238
CUST_005427,0.19039336,0.07381106,0.1165823
CUST_002421,0.14777115,0.031211773,0.11655938
CUST_004907,0.12354232,0.007024722,0.1165176
CUST_004564,0.13421786,0.017703664,0.11651419
CUST_005260,0.14721623,0.03080746,0.11640877
CUST_001150,0.121268,0.004904147,0.11636385
CUST_007913,0.15914662,0.042808134,0.11633849
CUST_001287,0.1635343,0.047226314,0.11630799
CUST_007721,0.11850285,0.0021991502,0.1163037
CUST_003923,0.11885334,0.0025610938,0.116292246
CUST_005743,0.14503424,0.028964713,0.116069525
CUST_007812,0.4352714,0.31921348,0.11605793
CUST_004365,0.142423,0.026427256,0.11599575
CUST_005134,0.13947497,0.023489624,0.11598535
CUST_000455,0.1263904,0.010510746,0.115879655
CUST_001433,0.13541946,0.019609956,0.1158095
CUST_007868,0.15364069,0.037976395,0.11566429
CUST_004592,0.124401614,0.008763107,0.11563851
CUST_005610,0.1553369,0.039744172,0.11559273
CUST_002128,0.13332672,0.017848438,0.115478285
CUST_005059,0.13332672,0.017848438,0.115478285
CUST_007886,0.13895172,0.02358143,0.11537029
CUST_003253,0.16680081,0.05147459,0.115326226
CUST_007589,0.120257445,0.0050573605,0.11520009
CUST_006646,0.17451954,0.059366003,0.115153536
CUST_000578,0.13150813,0.01640461,0.11510351
CUST_000460,0.13069898,0.01563324,0.11506574
CUST_000959,0.13543093,0.020375814,0.115055114
CUST_005306,0.13220276,0.017182853,0.1150199
CUST_008103,0.16892895,0.053935725,0.11499323
CUST_006440,0.12114099,0.0061802547,0.11496073
CUST_000382,0.13584709,0.020930165,0.11491693
CUST_004212,0.12630413,0.011418285,0.11488585
CUST_007101,0.1596876,0.044808805,0.11487879
CUST_000171,0.15045398,0.035613265,0.114840716
CUST_005720,0.7197871,0.605087,0.11470014
CUST_000661,0.20723757,0.09256557,0.114672005
CUST_000806,0.2122886,0.09768167,0.11460693
CUST_006090,0.18657772,0.07200302,0.1145747
CUST_006749,0.20790043,0.09333471,0.11456572
CUST_005538,0.1392329,0.024670236,0.11456267
CUST_003255,0.15557857,0.04101764,0.11456093
CUST_002841,0.13863328,0.024077652,0.11455563
CUST_004179,0.28251967,0.1679679,0.11455177
CUST_002646,0.12835799,0.013853449,0.114504546
CUST_002879,0.13218936,0.017698342,0.11449102
CUST_001943,0.1510788,0.036601335,0.11447747
CUST_007213,0.12486095,0.0104974685,0.114363484
CUST_002067,0.14273478,0.02844111,0.11429367
CUST_002613,0.3346239,0.22035666,0.114267245
CUST_001937,0.17589277,0.061652742,0.11424003
CUST_004656,0.15646829,0.04226573,0.11420256
CUST_000356,0.14084226,0.026667386,0.11417487
CUST_005548,0.13078511,0.016692309,0.1140928
CUST_007904,0.40186134,0.28793937,0.11392197
CUST_002307,0.13013643,0.01623274,0.11390369
CUST_004581,0.13978462,0.025881885,0.11390273
CUST_006221,0.1848369,0.07093854,0.11389835
CUST_001396,0.16424218,0.050349213,0.113892965
CUST_002086,0.12698647,0.013189322,0.11379715
CUST_003059,0.12493914,0.011170465,0.11376868
CUST_006701,0.15851161,0.044768434,0.11374317
CUST_007600,0.18023717,0.06655242,0.11368475
CUST_004312,0.3490279,0.2353522,0.1136757
CUST_004855,0.72829235,0.6146208,0.11367154
CUST_001766,0.19481702,0.081270255,0.11354677
CUST_007477,0.12574117,0.012233938,0.11350723
CUST_007303,0.13372712,0.020350574,0.11337654
CUST_001762,0.19667098,0.08332391,0.11334707
CUST_003539,0.12642916,0.013085001,0.113344155
CUST_005642,0.16326326,0.0499548,0.11330846
CUST_004708,0.11970825,0.0064987163,0.11320953
CUST_004949,0.13933516,0.026185386,0.11314977
CUST_003330,0.17250447,0.05939875,0.113105714
CUST_006360,0.12598647,0.012887341,0.11309913
CUST_002628,0.14294866,0.029874863,0.113073796
CUST_007104,0.14107083,0.028050078,0.11302075
CUST_005395,0.114269726,0.0013036043,0.11296612
CUST_005616,0.22461163,0.11167075,0.11294088
CUST_004130,0.1297413,0.01687638,0.11286491
CUST_004014,0.13494988,0.022102624,0.11284725
CUST_004963,0.1483411,0.03550331,0.11283779
